Identificador,Sexo,Edad,Carnet,Zona,AntiguedadVehiculo,SiniestroAnterior,PrimaMensualActual,AntiguedadCliente
352273,Female,32,1,Noreste,6,Sí,30,3
352274,Desconocido,Desconocido,1,Centro,4,Sí,243.83,17
352275,Female,24,1,Noreste,1,No,126.57,20
352276,Male,27,1,Norte,4,Sí,30,19
352277,Male,25,1,Noreste,1,No,743.99,15
352278,Male,47,1,Noreste,3,No,363.79,12
352279,Female,28,1,Centro,1,No,172.29,6
352280,Desconocido,56,1,Centro,4,No,193.19,2
352281,Female,43,1,Centro,3,No,228.68,22
352282,Male,49,1,Noreste,3,Sí,277.98,1
352283,Male,52,1,Norte,3,No,30,14
352284,Female,40,1,Centro,3,Sí,323.49,17
352285,Male,31,1,Centro,2,No,191.74,4
352286,Female,21,1,Centro,4,Sí,432.9,11
352287,Male,26,1,Noreste,0,No,162.27,12
352288,Female,35,1,Norte,3,No,30,9
352289,Male,27,1,Suroeste,4,No,269.66,23
352290,Male,46,1,Norte,4,Sí,192.9,24
352291,Male,42,1,Noreste,4,Sí,172.98,16
352292,Male,21,1,Centro,4,Sí,247.54,9
352293,Female,40,1,Centro,2,No,30,12
352294,Female,67,1,Centro,2,Sí,264.47,9
352295,Male,55,1,Noreste,5,Sí,299.09,24
352296,Male,62,1,Suroeste,2,Sí,30,3
352297,Female,58,1,Centro,2,Sí,254.62,23
352298,Male,45,1,Norte,3,No,130.96,13
352299,Female,23,1,Noreste,1,Sí,125.45,22
352300,Male,64,1,Centro,3,Sí,397.04,8
352301,Male,25,1,Centro,1,Sí,183.66,22
352302,Male,38,1,Noreste,3,Sí,210.76,22
352303,Male,66,1,Noreste,2,No,329.03,18
352304,Female,23,1,Norte,1,No,243.63,24
352305,Male,49,1,Noreste,2,No,184.08,10
352306,Female,39,1,Centro,2,Sí,287.4,3
352307,Female,23,1,Suroeste,0,No,105.58,11
352308,Male,35,1,Centro,3,Sí,184.97,21
352309,Desconocido,Desconocido,1,Centro,4,No,285.44,5
352310,Male,39,1,Centro,4,No,149.8,17
352311,Female,79,1,Suroeste,3,No,30,25
352312,Female,21,1,Centro,0,Sí,187.93,23
352313,Male,25,1,Suroeste,0,Sí,305.96,24
352314,Female,23,1,Norte,1,Sí,207.22,18
352315,Female,79,1,Centro,3,Sí,293.51,15
352316,Female,55,1,Centro,3,Sí,389.89,21
352317,Male,30,1,Noreste,1,No,173.77,16
352318,Male,56,1,Noreste,8,Sí,320.33,23
352319,Female,23,1,Norte,1,Sí,161.13,7
352320,Male,31,1,Noreste,2,No,30,20
352321,Desconocido,63,1,Centro,9+,Sí,290.14,25
352322,Male,77,1,Centro,3,No,309.84,17
352323,Female,62,1,Centro,4,Sí,307.4,23
352324,Male,58,1,Noreste,2,Sí,122.26,5
352325,Female,46,1,Centro,2,Sí,204.59,15
352326,Female,24,1,Centro,3,Sí,231.52,7
352327,Male,58,1,Centro,7,Sí,316.46,14
352328,Male,53,1,Noreste,3,Sí,249.88,5
352329,Male,55,1,Noreste,3,Sí,382.63,15
352330,Female,25,1,Norte,1,No,30,5
352331,Male,37,1,Noreste,4,Sí,30,23
352332,Male,21,1,Suroeste,1,Sí,314.12,21
352333,Female,25,1,Centro,0,No,231.52,11
352334,Female,70,1,Noreste,3,Sí,289.54,18
352335,Male,54,1,Noreste,3,Sí,176.59,11
352336,Male,57,1,Centro,3,Sí,202.11,20
352337,Male,38,1,Suroeste,4,No,285.93,16
352338,Male,44,1,Centro,4,Sí,30,10
352339,Female,58,1,Centro,8,Sí,212.43,12
352340,Male,43,1,Norte,3,Sí,163.78,5
352341,Female,52,1,Norte,3,Sí,30,15
352342,Desconocido,Desconocido,1,Norte,1,No,187.6,8
352343,Female,38,1,Noreste,2,Sí,172.39,7
352344,Male,24,1,Centro,1,No,279.1,6
352345,Male,34,1,Noreste,3,Sí,294.1,2
352346,Female,22,1,Centro,1,No,179.48,24
352347,Female,24,1,Centro,1,Sí,173.84,25
352348,Female,30,1,Suroeste,0,No,125.85,13
352349,Male,28,1,Norte,1,No,121.12,7
352350,Male,25,1,Suroeste,0,No,204.74,1
352351,Female,70,1,Centro,2,Sí,210.43,18
352352,Male,46,1,Noreste,4,Sí,234.63,15
352353,Female,24,1,Noreste,0,No,186.4,11
352354,Female,51,1,Centro,3,No,167.91,11
352355,Female,23,1,Suroeste,1,No,146.93,10
352356,Female,72,1,Noreste,3,Sí,257.45,8
352357,Female,24,1,Suroeste,1,No,223.62,19
352358,Male,57,1,Centro,3,No,296.03,14
352359,Female,28,1,Centro,0,No,178.84,2
352360,Female,24,1,Suroeste,1,No,203.23,15
352361,Male,36,1,Centro,3,Sí,30,8
352362,Female,56,1,Centro,2,Sí,317.78,2
352363,Female,37,1,Suroeste,3,Sí,172.14,11
352364,Male,49,1,Norte,2,Sí,172.96,2
352365,Male,76,0,Centro,7,Sí,298.56,13
352366,Male,30,1,Suroeste,4,No,275.38,10
352367,Male,51,1,Centro,4,Sí,30,20
352368,Male,27,1,Norte,1,No,30,23
352369,Male,40,1,Centro,4,Sí,177.69,5
352370,Male,25,1,Noreste,1,No,204.12,22
352371,Female,51,1,Centro,4,No,108.91,19
352372,Female,52,1,Noreste,3,Sí,30,18
352373,Desconocido,70,1,Norte,4,No,222.05,8
352374,Desconocido,41,1,Centro,4,Sí,30,19
352375,Male,62,1,Centro,7,Sí,216.07,2
352376,Male,26,1,Norte,1,No,212.37,14
352377,Male,48,1,Centro,2,Sí,153.64,7
352378,Female,21,1,Centro,0,Sí,187.25,12
352379,Male,55,1,Norte,4,Sí,262.77,10
352380,Female,44,1,Centro,3,Sí,249.41,11
352381,Male,68,1,Norte,2,No,192.04,7
352382,Male,38,1,Centro,3,No,266.61,11
352383,Desconocido,Desconocido,1,Norte,1,No,253.68,14
352384,Female,21,1,Noreste,0,No,142.5,20
352385,Female,22,1,Norte,1,No,181.52,21
352386,Female,24,1,Suroeste,1,No,218.59,16
352387,Female,22,1,Centro,0,No,186.8,18
352388,Female,20,1,Centro,1,Sí,120.8,18
352389,Male,45,1,Suroeste,9+,Sí,140.5,5
352390,Desconocido,43,1,Centro,4,Sí,263.84,7
352391,Male,33,1,Noreste,0,Sí,205.68,4
352392,Male,38,1,Suroeste,2,No,165.05,19
352393,Female,56,1,Noreste,2,No,167.79,7
352394,Female,53,1,Centro,2,No,185.33,17
352395,Female,24,1,Norte,0,Sí,30,5
352396,Female,39,1,Suroeste,2,No,210.17,2
352397,Female,22,1,Norte,0,No,30,3
352398,Female,64,1,Centro,3,Sí,30,15
352399,Male,26,1,Suroeste,1,No,171.67,14
352400,Male,41,1,Centro,2,Sí,289.49,19
352401,Female,24,1,Noreste,1,No,197.78,12
352402,Female,59,1,Centro,4,Sí,281.36,6
352403,Female,46,1,Centro,4,Sí,239.04,17
352404,Female,24,1,Suroeste,1,No,215.29,15
352405,Female,53,1,Noreste,4,No,376.55,6
352406,Desconocido,Desconocido,1,Suroeste,1,No,244.32,14
352407,Female,36,1,Centro,2,No,380.71,3
352408,Male,72,1,Centro,2,Sí,323.18,22
352409,Male,30,1,Centro,1,No,198.33,21
352410,Male,44,1,Suroeste,5,Sí,182.67,7
352411,Male,29,1,Centro,1,Sí,228.4,5
352412,Female,28,1,Noreste,0,No,265.96,23
352413,Female,58,1,Noreste,4,No,261.38,24
352414,Male,48,1,Norte,3,No,30,12
352415,Female,20,1,Noreste,1,Sí,30,18
352416,Male,50,1,Suroeste,3,Sí,185.04,10
352417,Female,52,1,Noreste,4,No,357.34,25
352418,Female,53,1,Noreste,4,Sí,224.14,3
352419,Male,35,1,Suroeste,4,No,190.11,4
352420,Male,49,1,Centro,3,No,120.63,18
352421,Male,37,1,Norte,2,Sí,30,16
352422,Female,43,1,Norte,4,Sí,149.38,10
352423,Female,72,1,Centro,2,No,185.85,20
352424,Male,22,1,Centro,0,No,289.48,16
352425,Female,25,1,Noreste,0,No,238.73,3
352426,Male,21,1,Centro,0,Sí,176.04,18
352427,Female,21,1,Centro,0,No,164.09,23
352428,Female,23,1,Noreste,0,Sí,30,5
352429,Male,78,1,Centro,2,No,230.44,20
352430,Female,21,1,Centro,1,Sí,268.81,21
352431,Female,22,1,Suroeste,1,Sí,230.04,13
352432,Female,45,1,Centro,2,Sí,291.25,14
352433,Male,22,1,Suroeste,1,No,206.41,6
352434,Male,20,1,Suroeste,0,Sí,30,19
352435,Male,24,1,Norte,1,No,175.41,23
352436,Female,21,1,Norte,1,Sí,30,10
352437,Female,34,1,Norte,3,No,195.26,11
352438,Male,24,1,Noreste,1,No,253.04,21
352439,Male,50,1,Suroeste,4,No,208.46,10
352440,Male,48,1,Noreste,7,Sí,187.02,24
352441,Male,65,1,Centro,3,No,150.56,13
352442,Female,23,1,Centro,0,Sí,180.09,2
352443,Male,61,1,Centro,2,Sí,434.45,10
352444,Male,42,1,Centro,3,Sí,210.43,16
352445,Female,31,1,Norte,1,Sí,217.35,18
352446,Male,53,1,Suroeste,4,Sí,108.9,24
352447,Desconocido,52,1,Noreste,4,No,239.79,11
352448,Male,77,1,Noreste,4,No,212.56,5
352449,Male,49,1,Centro,2,Sí,253.92,1
352450,Female,82,0,Centro,3,Sí,313.15,14
352451,Male,46,1,Norte,2,No,136.63,16
352452,Female,30,1,Suroeste,1,No,177.4,17
352453,Female,25,1,Noreste,0,No,161.86,24
352454,Male,38,1,Norte,4,No,30,7
352455,Male,33,1,Centro,1,No,222.64,8
352456,Male,36,1,Norte,2,Sí,30,4
352457,Female,44,1,Centro,4,Sí,345.23,8
352458,Male,59,1,Centro,4,Sí,187.48,6
352459,Male,21,1,Noreste,0,No,237.48,22
352460,Female,22,1,Suroeste,0,Sí,133.44,15
352461,Male,23,1,Noreste,1,No,249.99,19
352462,Male,72,1,Centro,4,Sí,183.87,16
352463,Female,22,1,Suroeste,0,No,30,22
352464,Female,24,1,Noreste,1,No,198.75,21
352465,Female,43,1,Centro,3,Sí,306.17,4
352466,Male,27,1,Suroeste,0,Sí,95.7,10
352467,Female,58,1,Noreste,3,No,323.34,4
352468,Female,24,1,Suroeste,1,Sí,177.23,24
352469,Male,23,1,Noreste,0,No,159.67,6
352470,Female,23,1,Centro,0,Sí,286.65,5
352471,Female,66,1,Centro,3,No,193.11,21
352472,Male,38,1,Norte,4,Sí,30,20
352473,Female,50,1,Centro,3,Sí,214.7,1
352474,Male,76,1,Centro,3,No,220.9,10
352475,Female,73,1,Centro,6,Sí,209.86,17
352476,Male,50,1,Centro,4,Sí,30,16
352477,Male,57,1,Norte,3,Sí,30,11
352478,Female,23,1,Centro,0,No,148.79,21
352479,Female,22,1,Noreste,1,Sí,158.66,19
352480,Male,51,1,Noreste,4,Sí,193.97,20
352481,Male,21,1,Norte,1,No,181.46,22
352482,Male,25,1,Noreste,1,No,186.25,22
352483,Female,29,1,Noreste,1,No,202.69,16
352484,Male,41,1,Noreste,3,No,237.27,7
352485,Male,62,1,Centro,4,No,227.08,18
352486,Male,40,1,Norte,3,Sí,30,6
352487,Male,56,1,Norte,3,Sí,30,14
352488,Male,48,1,Centro,4,Sí,206.6,23
352489,Female,27,1,Suroeste,1,No,225.41,11
352490,Male,46,1,Noreste,2,No,202.97,11
352491,Female,23,1,Suroeste,0,No,359.57,7
352492,Male,23,1,Centro,0,No,190.29,14
352493,Female,53,1,Norte,2,Sí,217.39,19
352494,Female,22,1,Noreste,1,No,396.52,10
352495,Male,71,1,Centro,6,Sí,268.34,12
352496,Desconocido,25,1,Norte,1,No,180.2,3
352497,Male,42,1,Centro,5,Sí,227.43,19
352498,Male,38,1,Centro,4,No,243.48,6
352499,Male,68,1,Centro,5,Sí,384.04,15
352500,Desconocido,Desconocido,1,Centro,4,Sí,211,7
352501,Male,65,1,Centro,3,No,249.16,9
352502,Female,40,1,Noreste,2,Sí,301.73,4
352503,Female,53,1,Centro,3,Sí,210.72,13
352504,Female,22,1,Suroeste,0,No,211.62,22
352505,Male,22,1,Norte,0,Sí,30,11
352506,Desconocido,Desconocido,1,Centro,4,No,219.35,16
352507,Female,42,1,Centro,3,Sí,354.11,20
352508,Female,67,1,Centro,2,No,306.47,23
352509,Female,23,1,Noreste,0,No,274.22,22
352510,Female,23,1,Centro,0,No,30,7
352511,Female,42,1,Centro,3,Sí,165.27,2
352512,Female,33,1,Centro,2,Sí,161.32,15
352513,Female,41,1,Suroeste,3,Sí,183.8,19
352514,Female,45,1,Centro,2,Sí,224.4,14
352515,Male,26,1,Centro,0,No,236.94,2
352516,Desconocido,Desconocido,1,Suroeste,4,Sí,30,20
352517,Male,22,1,Norte,1,No,304.91,8
352518,Male,59,1,Centro,2,Sí,179.09,5
352519,Female,23,1,Centro,1,No,181.61,16
352520,Female,41,1,Centro,2,Sí,196.92,25
352521,Female,46,1,Norte,3,No,30,13
352522,Female,22,1,Centro,0,Sí,244.54,18
352523,Male,24,1,Noreste,1,No,307.7,13
352524,Female,28,1,Centro,1,Sí,30,10
352525,Female,22,1,Suroeste,0,No,181.96,16
352526,Male,25,1,Suroeste,0,No,166.08,7
352527,Female,40,1,Centro,3,Sí,260.14,8
352528,Female,39,1,Suroeste,2,No,148.96,12
352529,Female,63,1,Suroeste,3,Sí,245.11,21
352530,Desconocido,Desconocido,1,Centro,4,Sí,474.99,11
352531,Male,23,1,Noreste,1,Sí,30,16
352532,Male,25,1,Noreste,1,No,195.83,21
352533,Male,46,1,Norte,4,Sí,210.37,14
352534,Male,57,1,Noreste,4,Sí,193.78,12
352535,Female,20,1,Noreste,1,Sí,93.23,16
352536,Desconocido,Desconocido,1,Suroeste,4,No,195.23,6
352537,Male,45,1,Norte,4,No,154.13,3
352538,Female,54,1,Noreste,4,No,257.86,19
352539,Male,44,1,Centro,2,Sí,264.68,7
352540,Male,47,1,Centro,3,No,187.77,4
352541,Female,49,1,Centro,2,No,269.24,18
352542,Female,30,1,Noreste,1,No,30,24
352543,Male,24,1,Norte,1,Sí,296.25,23
352544,Male,55,1,Noreste,3,No,150.64,13
352545,Male,28,1,Centro,1,No,292.97,11
352546,Male,66,1,Norte,3,Sí,261.06,13
352547,Male,57,1,Noreste,7,Sí,251.11,10
352548,Male,23,1,Noreste,1,No,275.2,8
352549,Male,24,1,Norte,0,No,30,21
352550,Female,49,1,Norte,2,Sí,243.81,8
352551,Female,25,1,Centro,1,No,195.25,23
352552,Male,30,1,Noreste,0,Sí,239.5,23
352553,Male,33,1,Suroeste,3,Sí,135.15,25
352554,Female,28,1,Noreste,0,No,475.95,11
352555,Male,37,1,Centro,4,Sí,243.71,9
352556,Female,22,1,Suroeste,0,No,137.26,10
352557,Male,35,1,Noreste,3,Sí,308.39,13
352558,Male,46,1,Noreste,2,Sí,167.23,12
352559,Male,48,1,Norte,4,No,30,3
352560,Female,46,1,Centro,2,Sí,203.03,24
352561,Male,51,1,Centro,3,Sí,30,8
352562,Male,73,1,Centro,3,Sí,203.09,2
352563,Male,21,1,Suroeste,0,No,220.37,15
352564,Male,25,1,Noreste,1,No,30,17
352565,Female,24,1,Suroeste,1,No,193.69,19
352566,Male,45,1,Centro,2,Sí,239.35,3
352567,Desconocido,Desconocido,1,Centro,4,Sí,334.91,13
352568,Female,26,1,Centro,0,Sí,249.06,18
352569,Female,57,1,Noreste,3,No,193.53,22
352570,Male,55,1,Noreste,3,No,189.44,4
352571,Female,25,1,Suroeste,0,No,197.67,16
352572,Female,49,1,Suroeste,4,Sí,217.83,13
352573,Male,59,1,Noreste,2,Sí,154.2,23
352574,Male,28,1,Centro,0,Sí,124.28,24
352575,Desconocido,Desconocido,1,Centro,4,No,154.4,24
352576,Female,24,1,Suroeste,1,No,192.84,13
352577,Male,50,1,Centro,4,No,294.25,7
352578,Male,27,1,Centro,0,No,206.3,11
352579,Male,58,1,Noreste,2,Sí,153.3,9
352580,Female,51,1,Norte,3,Sí,184.61,14
352581,Female,64,1,Noreste,4,Sí,172.81,21
352582,Male,37,1,Suroeste,3,Sí,30,15
352583,Female,21,1,Centro,1,No,149.92,11
352584,Female,30,1,Suroeste,0,No,126.56,23
352585,Desconocido,32,1,Noreste,4,Sí,244.3,9
352586,Male,44,1,Suroeste,3,Sí,181.65,19
352587,Male,25,1,Suroeste,1,No,128.84,16
352588,Male,25,1,Centro,0,No,190.89,8
352589,Male,41,1,Centro,3,Sí,192.1,3
352590,Desconocido,Desconocido,1,Norte,4,Sí,30,22
352591,Male,21,1,Centro,0,No,199.37,3
352592,Female,24,1,Suroeste,0,Sí,189.14,4
352593,Female,49,1,Centro,2,Sí,124.22,5
352594,Male,22,1,Suroeste,1,No,160.29,4
352595,Female,25,1,Centro,1,Sí,256.97,11
352596,Male,47,1,Noreste,2,Sí,185.87,15
352597,Female,30,1,Suroeste,1,Sí,116.71,21
352598,Female,43,1,Noreste,3,No,176.04,2
352599,Male,37,1,Centro,3,No,176.3,22
352600,Female,24,1,Norte,1,No,202.44,12
352601,Male,23,1,Suroeste,1,Sí,264.52,2
352602,Male,52,1,Norte,4,No,30,16
352603,Female,25,1,Suroeste,1,No,220.55,20
352604,Female,26,1,Centro,1,No,166.53,20
352605,Female,25,1,Noreste,1,Sí,185.56,3
352606,Male,48,1,Noreste,3,No,144.33,11
352607,Female,23,1,Suroeste,0,No,249.06,14
352608,Male,66,1,Suroeste,4,No,172.47,19
352609,Female,49,1,Centro,2,Sí,211,23
352610,Female,21,1,Centro,1,No,30,22
352611,Female,23,1,Noreste,0,No,151.74,15
352612,Female,29,1,Centro,0,Sí,232.74,21
352613,Female,47,1,Noreste,4,Sí,219.99,17
352614,Female,36,1,Centro,4,No,211.87,11
352615,Male,40,1,Suroeste,2,Sí,203.89,12
352616,Female,23,1,Centro,1,No,118.39,8
352617,Female,25,1,Suroeste,0,No,103.93,14
352618,Male,72,1,Centro,2,Sí,243.69,18
352619,Male,45,1,Noreste,2,Sí,202.85,5
352620,Male,38,1,Centro,2,No,184.2,19
352621,Female,22,1,Centro,1,No,159.92,10
352622,Male,49,1,Noreste,4,Sí,169.63,16
352623,Female,43,1,Noreste,3,Sí,30,14
352624,Male,22,1,Norte,1,Sí,30,19
352625,Male,37,1,Centro,3,No,174.69,17
352626,Male,23,1,Centro,0,Sí,217.54,24
352627,Male,44,1,Centro,5,Sí,239.64,25
352628,Female,33,1,Norte,3,Sí,153.34,12
352629,Male,58,1,Noreste,4,No,241.8,18
352630,Male,49,1,Centro,4,Sí,193.32,12
352631,Female,66,1,Centro,4,Sí,355.36,22
352632,Female,27,1,Suroeste,1,No,220.83,8
352633,Female,34,1,Noreste,2,No,166.41,6
352634,Desconocido,Desconocido,1,Noreste,4,No,223.43,16
352635,Female,32,1,Centro,1,Sí,538.56,24
352636,Male,50,1,Suroeste,3,No,181.79,14
352637,Male,22,1,Centro,1,No,197.37,2
352638,Male,43,1,Centro,3,Sí,213.89,2
352639,Desconocido,Desconocido,1,Noreste,1,No,344.69,21
352640,Male,41,1,Centro,3,Sí,30,14
352641,Desconocido,Desconocido,1,Centro,4,No,167.74,15
352642,Female,36,1,Noreste,3,Sí,30,19
352643,Male,40,1,Centro,4,Sí,263.83,5
352644,Male,30,1,Noreste,1,No,121.47,23
352645,Male,67,1,Centro,7,Sí,263.22,13
352646,Male,24,1,Suroeste,1,No,312.05,6
352647,Male,75,1,Centro,7,Sí,30,13
352648,Male,29,1,Centro,0,No,201.34,11
352649,Female,26,1,Noreste,0,No,181.27,21
352650,Female,25,1,Centro,1,No,115.08,24
352651,Desconocido,Desconocido,1,Centro,1,No,30,20
352652,Female,22,1,Noreste,1,No,349.92,24
352653,Male,43,1,Norte,4,No,191.49,3
352654,Male,53,1,Suroeste,3,Sí,195.38,20
352655,Male,27,1,Centro,1,Sí,251.06,22
352656,Female,63,1,Centro,3,No,30,10
352657,Female,27,1,Noreste,0,No,312.26,8
352658,Desconocido,Desconocido,1,Suroeste,1,No,265.13,11
352659,Female,50,1,Centro,4,No,223.94,2
352660,Male,41,1,Noreste,2,Sí,271.34,18
352661,Male,30,1,Centro,0,Sí,141.22,14
352662,Female,81,1,Centro,6,Sí,144.74,12
352663,Female,27,1,Centro,0,No,378.76,20
352664,Male,22,1,Centro,1,Sí,203.21,11
352665,Male,26,1,Suroeste,0,No,220.07,7
352666,Male,33,1,Noreste,2,Sí,211.07,8
352667,Male,35,1,Centro,3,No,153.91,10
352668,Male,25,1,Centro,0,No,407.71,7
352669,Female,24,1,Suroeste,1,Sí,197.7,14
352670,Male,23,1,Noreste,1,No,241,3
352671,Male,47,1,Noreste,3,Sí,176.48,1
352672,Male,50,1,Noreste,3,No,30,10
352673,Male,77,1,Centro,4,Sí,183.86,21
352674,Female,22,1,Centro,1,Sí,172.32,10
352675,Male,22,1,Noreste,1,Sí,30,11
352676,Female,27,1,Centro,0,No,135.79,12
352677,Female,64,1,Centro,2,No,231.87,2
352678,Male,73,1,Centro,3,Sí,234.23,23
352679,Male,27,1,Suroeste,0,No,107.39,7
352680,Male,55,1,Centro,2,Sí,239.95,24
352681,Female,27,1,Centro,1,No,386.26,24
352682,Female,27,1,Norte,0,No,218.5,7
352683,Male,40,1,Centro,2,Sí,267.83,25
352684,Male,26,1,Norte,1,No,314.97,4
352685,Male,74,1,Centro,2,Sí,125.11,8
352686,Male,43,1,Centro,2,No,125.03,10
352687,Female,21,1,Centro,0,Sí,332.16,21
352688,Male,46,1,Centro,2,Sí,171.88,17
352689,Male,45,1,Centro,9+,Sí,317.08,9
352690,Male,75,1,Suroeste,2,No,112.02,8
352691,Male,31,1,Centro,0,Sí,150.23,22
352692,Male,40,1,Suroeste,4,Sí,103.82,25
352693,Male,25,1,Norte,1,Sí,298.56,3
352694,Male,33,1,Centro,0,Sí,30,13
352695,Male,42,1,Centro,3,Sí,205.32,14
352696,Male,34,1,Centro,2,No,164.62,18
352697,Female,26,1,Suroeste,1,No,135.47,6
352698,Female,40,1,Centro,2,No,193.54,12
352699,Male,43,1,Centro,3,Sí,223.26,6
352700,Male,48,1,Centro,3,Sí,194.68,24
352701,Male,58,1,Noreste,3,No,220.65,8
352702,Female,45,1,Noreste,4,Sí,304.32,2
352703,Male,22,1,Suroeste,0,No,30,22
352704,Female,60,1,Norte,7,Sí,355.1,8
352705,Female,21,1,Centro,0,No,212.48,24
352706,Female,22,1,Noreste,1,Sí,156.41,2
352707,Male,41,1,Suroeste,4,Sí,193.48,2
352708,Desconocido,Desconocido,1,Centro,9+,Sí,362.92,23
352709,Male,33,1,Centro,3,No,186.36,2
352710,Male,26,1,Centro,1,No,260.05,11
352711,Female,23,1,Suroeste,1,No,159.58,21
352712,Male,23,1,Suroeste,1,No,30,16
352713,Female,45,1,Norte,4,No,210.36,22
352714,Female,48,1,Centro,3,Sí,179.08,18
352715,Female,24,1,Suroeste,0,No,136.65,5
352716,Male,25,1,Noreste,0,No,1237.1,3
352717,Male,44,1,Centro,4,Sí,375.09,8
352718,Male,42,1,Centro,2,No,141.75,16
352719,Female,28,1,Noreste,1,No,190.37,7
352720,Desconocido,Desconocido,1,Noreste,4,Sí,30,21
352721,Female,60,1,Centro,2,Sí,263.29,4
352722,Male,24,1,Suroeste,0,Sí,157.82,12
352723,Female,24,1,Noreste,1,No,173.92,3
352724,Male,23,1,Norte,1,Sí,183.89,8
352725,Male,40,1,Suroeste,2,Sí,192.9,9
352726,Female,54,1,Noreste,2,Sí,320.91,18
352727,Male,46,1,Noreste,3,No,122.58,9
352728,Female,27,1,Norte,0,No,138.97,24
352729,Female,23,1,Centro,1,No,222.81,8
352730,Desconocido,Desconocido,1,Centro,1,No,500.08,15
352731,Male,22,1,Noreste,0,Sí,294.61,23
352732,Female,44,1,Noreste,2,No,114.64,17
352733,Desconocido,Desconocido,1,Noreste,1,No,193.03,15
352734,Female,25,1,Centro,0,No,191.12,19
352735,Female,21,1,Noreste,0,Sí,179.69,2
352736,Male,38,1,Centro,4,Sí,240.67,24
352737,Male,21,1,Noreste,1,No,151.01,12
352738,Male,61,1,Noreste,4,No,248.27,21
352739,Male,65,1,Norte,2,No,202.83,16
352740,Female,27,1,Noreste,1,No,217.94,25
352741,Female,21,1,Noreste,0,Sí,197.98,17
352742,Male,29,1,Centro,0,No,169.52,24
352743,Male,22,1,Noreste,0,No,156.59,9
352744,Male,41,1,Noreste,4,Sí,179.67,15
352745,Female,24,1,Noreste,0,No,326.14,13
352746,Male,39,1,Suroeste,4,Sí,30,5
352747,Male,27,1,Suroeste,1,No,139.43,13
352748,Male,35,1,Centro,4,No,172.99,21
352749,Male,79,1,Centro,3,Sí,170.67,9
352750,Male,24,1,Suroeste,0,No,150.95,16
352751,Female,25,1,Centro,0,Sí,170.15,18
352752,Female,23,1,Noreste,1,No,117.8,12
352753,Male,49,1,Centro,5,Sí,898.66,25
352754,Male,66,1,Suroeste,8,Sí,207.78,3
352755,Female,39,1,Suroeste,3,Sí,178.47,14
352756,Male,47,1,Centro,2,Sí,221.48,7
352757,Male,40,1,Suroeste,3,Sí,174.78,24
352758,Female,35,1,Suroeste,3,No,156.22,22
352759,Male,35,1,Noreste,4,No,179.38,15
352760,Male,23,1,Centro,0,Sí,146.34,11
352761,Female,31,1,Noreste,4,Sí,30,10
352762,Male,23,1,Centro,1,No,389.64,15
352763,Male,60,1,Noreste,2,Sí,30,5
352764,Male,56,1,Noreste,3,Sí,191.05,13
352765,Male,73,1,Centro,7,Sí,211.54,22
352766,Female,25,1,Noreste,1,Sí,239.8,22
352767,Male,43,1,Centro,2,Sí,237.81,10
352768,Female,31,1,Norte,1,No,436.99,13
352769,Male,26,1,Centro,1,Sí,157.56,4
352770,Female,22,1,Centro,1,No,352.99,7
352771,Female,40,1,Centro,2,No,344.64,9
352772,Female,25,1,Suroeste,1,No,252.69,10
352773,Female,60,1,Suroeste,2,No,168.98,7
352774,Male,24,1,Noreste,0,No,348.07,14
352775,Male,24,1,Suroeste,1,No,190.91,23
352776,Female,27,1,Suroeste,1,Sí,201.08,20
352777,Female,26,1,Suroeste,1,No,105.03,13
352778,Male,45,1,Norte,3,No,230.08,21
352779,Male,40,1,Noreste,4,No,288.21,2
352780,Female,62,1,Noreste,4,No,169.47,2
352781,Male,22,1,Norte,1,No,234.55,11
352782,Male,28,1,Centro,1,No,30,6
352783,Female,27,1,Suroeste,0,No,123.47,10
352784,Female,46,1,Centro,4,No,151.66,3
352785,Desconocido,Desconocido,1,Noreste,4,No,259.14,14
352786,Female,39,1,Centro,2,Sí,277.27,18
352787,Male,45,1,Noreste,3,Sí,159.31,5
352788,Female,24,1,Suroeste,0,No,153.96,18
352789,Female,74,1,Centro,4,No,311.61,16
352790,Female,55,1,Centro,1,No,30,21
352791,Female,48,1,Centro,2,No,372.54,8
352792,Male,45,1,Suroeste,4,Sí,190.64,18
352793,Male,41,1,Centro,2,Sí,198.76,23
352794,Female,22,1,Suroeste,0,Sí,182.6,14
352795,Male,52,1,Centro,3,Sí,145.65,12
352796,Male,80,1,Centro,3,Sí,203.84,12
352797,Male,33,1,Suroeste,2,No,348.72,17
352798,Male,32,1,Centro,0,Sí,257.28,11
352799,Male,21,1,Noreste,0,No,155.08,25
352800,Female,40,1,Noreste,3,No,204.7,7
352801,Male,25,1,Centro,0,No,30,9
352802,Male,45,1,Noreste,3,Sí,225.1,19
352803,Male,39,1,Suroeste,3,Sí,30,15
352804,Female,65,1,Centro,2,No,174.79,13
352805,Female,22,1,Suroeste,1,No,185.24,5
352806,Female,37,1,Centro,3,No,128.75,20
352807,Male,22,1,Suroeste,0,No,188.41,11
352808,Desconocido,Desconocido,1,Norte,9+,Sí,189.44,24
352809,Female,22,1,Suroeste,0,Sí,172.63,19
352810,Male,27,1,Centro,0,No,176.4,13
352811,Female,42,1,Norte,4,No,202.68,4
